INFO 2026-01-21 02:01:36,170 autoreload 15784 19712 Watching for file changes with StatReloader
INFO 2026-01-23 22:14:06,955 views 22536 18872 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:14:06,956 views 22536 18872 No guest cart found to merge
INFO 2026-01-23 22:14:06,971 log 22536 18872 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:14:06,979 views 22536 18872 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:14:06,980 views 22536 18872 No guest cart found to merge
INFO 2026-01-23 22:14:06,989 log 22536 18872 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:14:57,776 log 22536 18872 "GET /admin/accounts/user/ HTTP/1.1" 200 19466
INFO 2026-01-23 22:14:57,795 log 22536 18872 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-01-23 22:14:57,797 log 22536 18872 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-01-23 22:14:57,799 log 22536 18872 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-01-23 22:14:57,801 log 22536 18872 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-01-23 22:14:57,810 log 22536 18872 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:14:57,812 log 22536 18872 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-01-23 22:14:57,835 log 22536 18872 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2026-01-23 22:15:00,428 log 22536 18872 "GET /admin/accounts/user/1/change/ HTTP/1.1" 200 32263
INFO 2026-01-23 22:15:00,454 log 22536 18872 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:15:00,751 log 22536 12080 "GET /static/admin/js/calendar.js HTTP/1.1" 200 9159
INFO 2026-01-23 22:15:00,759 log 22536 17728 "GET /static/admin/js/SelectBox.js HTTP/1.1" 200 4530
INFO 2026-01-23 22:15:00,761 log 22536 26400 "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 19698
INFO 2026-01-23 22:15:00,767 log 22536 18964 "GET /static/admin/js/SelectFilter2.js HTTP/1.1" 200 16428
INFO 2026-01-23 22:15:00,820 log 22536 17728 "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 805
INFO 2026-01-23 22:15:00,820 log 22536 26400 "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1112
INFO 2026-01-23 22:15:00,821 log 22536 18964 "GET /static/admin/img/selector-icons.svg HTTP/1.1" 200 2387
INFO 2026-01-23 22:15:10,795 log 22536 18964 "GET /admin/token_blacklist/blacklistedtoken/ HTTP/1.1" 200 18631
INFO 2026-01-23 22:15:10,817 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:15:14,022 log 22536 18964 "GET /admin/token_blacklist/blacklistedtoken/3/change/ HTTP/1.1" 200 17154
INFO 2026-01-23 22:15:14,042 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:15:17,116 log 22536 18964 "GET /admin/token_blacklist/blacklistedtoken/ HTTP/1.1" 200 18631
INFO 2026-01-23 22:15:23,333 log 22536 18964 "GET /admin/accounts/address/ HTTP/1.1" 200 15957
INFO 2026-01-23 22:15:23,356 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:15:25,603 log 22536 18964 "GET /admin/accounts/user/ HTTP/1.1" 200 19466
INFO 2026-01-23 22:15:25,627 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:15:30,065 log 22536 18964 "GET /admin/products/product/ HTTP/1.1" 200 20878
INFO 2026-01-23 22:15:30,082 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:15:39,559 log 22536 18964 "GET /admin/orders/cart/ HTTP/1.1" 200 18617
INFO 2026-01-23 22:15:39,578 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:15:56,220 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:15:56,240 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:16:38,454 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:16:38,473 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:16:51,040 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:16:51,066 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:16:56,561 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:16:56,579 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:01,451 log 22536 18964 "POST /admin/orders/order/ HTTP/1.1" 302 0
INFO 2026-01-23 22:17:01,474 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19799
INFO 2026-01-23 22:17:01,492 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:03,837 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:17:03,862 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:06,642 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:17:06,662 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:09,212 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:17:09,235 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:11,122 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:17:11,142 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:17,002 log 22536 18964 "POST /admin/orders/order/ HTTP/1.1" 302 0
INFO 2026-01-23 22:17:17,023 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19799
INFO 2026-01-23 22:17:17,039 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:19,648 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:17:19,668 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:25,710 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:17:25,725 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:29,597 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:17:29,627 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:32,676 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:17:32,697 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:37,455 log 22536 18964 "POST /admin/payments/payment/ HTTP/1.1" 302 0
INFO 2026-01-23 22:17:37,476 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 20033
INFO 2026-01-23 22:17:37,498 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:37,533 log 22536 18964 "GET /static/admin/img/icon-alert.svg HTTP/1.1" 200 684
INFO 2026-01-23 22:17:43,738 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:17:43,762 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:17:52,459 log 22536 18964 "POST /admin/orders/order/ HTTP/1.1" 302 0
INFO 2026-01-23 22:17:52,480 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19799
INFO 2026-01-23 22:17:52,497 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:18:05,207 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:18:05,227 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:19:13,133 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:19:13,155 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:19:15,341 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:19:15,367 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:19:21,266 log 22536 18964 "POST /admin/orders/order/ HTTP/1.1" 302 0
INFO 2026-01-23 22:19:21,289 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19799
INFO 2026-01-23 22:19:21,308 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:19:22,780 log 22536 18964 "GET /admin/orders/order/2/change/ HTTP/1.1" 200 33463
INFO 2026-01-23 22:19:22,799 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:19:57,507 log 22536 18964 "POST /admin/orders/order/2/change/ HTTP/1.1" 302 0
INFO 2026-01-23 22:19:57,529 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19871
INFO 2026-01-23 22:19:57,558 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:20:01,138 log 22536 18964 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:20:01,160 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:20:05,084 log 22536 18964 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:20:05,106 log 22536 18964 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:20:07,733 log 22536 9320 "GET /admin/payments/payment/ HTTP/1.1" 200 19840
INFO 2026-01-23 22:20:07,750 log 22536 9320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:20:13,941 log 22536 9320 "GET /admin/orders/order/ HTTP/1.1" 200 19660
INFO 2026-01-23 22:20:13,961 log 22536 9320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:20:17,233 log 22536 9320 "GET /admin/orders/cart/ HTTP/1.1" 200 18617
INFO 2026-01-23 22:20:17,250 log 22536 9320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:20:25,560 log 22536 9320 "GET /admin/products/product/ HTTP/1.1" 200 20878
INFO 2026-01-23 22:20:25,577 log 22536 9320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:20:46,914 views 22536 9320 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:20:46,915 views 22536 9320 No guest cart found to merge
INFO 2026-01-23 22:20:46,920 log 22536 9320 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:20:46,927 views 22536 9320 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:20:46,929 views 22536 9320 No guest cart found to merge
INFO 2026-01-23 22:20:46,934 log 22536 9320 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:30:24,586 autoreload 22536 22860 D:\Websites\Charmé\backend\apps\core\models.py changed, reloading.
INFO 2026-01-23 22:30:25,356 autoreload 1888 20524 Watching for file changes with StatReloader
INFO 2026-01-23 22:30:45,683 autoreload 1888 20524 D:\Websites\Charmé\backend\apps\core\admin.py changed, reloading.
INFO 2026-01-23 22:30:46,631 autoreload 1416 2260 Watching for file changes with StatReloader
INFO 2026-01-23 22:31:55,052 views 1416 15340 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:31:55,053 views 1416 15340 No guest cart found to merge
INFO 2026-01-23 22:31:55,075 log 1416 15340 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:31:55,082 views 1416 15340 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:31:55,084 views 1416 15340 No guest cart found to merge
INFO 2026-01-23 22:31:55,094 log 1416 15340 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:31:55,101 views 1416 15340 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:31:55,105 views 1416 15340 No guest cart found to merge
INFO 2026-01-23 22:31:55,111 log 1416 15340 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:31:55,120 views 1416 15340 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:31:55,125 views 1416 15340 No guest cart found to merge
INFO 2026-01-23 22:31:55,130 log 1416 15340 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:33:03,164 log 1416 15340 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1826
INFO 2026-01-23 22:33:03,173 log 1416 15340 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1826
INFO 2026-01-23 22:33:04,347 log 1416 15340 "GET /api/v1/products/?search=&min_price=&max_price=&ordering=-created_at HTTP/1.1" 200 1826
INFO 2026-01-23 22:33:04,356 log 1416 15340 "GET /api/v1/products/?search=&min_price=&max_price=&ordering=-created_at HTTP/1.1" 200 1826
INFO 2026-01-23 22:39:25,177 autoreload 1416 2260 D:\Websites\Charmé\backend\apps\orders\views.py changed, reloading.
INFO 2026-01-23 22:39:25,940 autoreload 16700 26312 Watching for file changes with StatReloader
INFO 2026-01-23 22:42:20,468 autoreload 16700 26312 D:\Websites\Charmé\backend\apps\orders\serializers.py changed, reloading.
INFO 2026-01-23 22:42:21,220 autoreload 25096 18196 Watching for file changes with StatReloader
INFO 2026-01-23 22:43:36,179 autoreload 25096 18196 D:\Websites\Charmé\backend\config\settings\base.py changed, reloading.
INFO 2026-01-23 22:43:36,905 autoreload 27640 4280 Watching for file changes with StatReloader
INFO 2026-01-23 22:44:22,102 autoreload 27640 4280 D:\Websites\Charmé\backend\apps\cart\models.py changed, reloading.
INFO 2026-01-23 22:44:22,924 autoreload 26832 15984 Watching for file changes with StatReloader
INFO 2026-01-23 22:48:33,443 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:33,444 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:33,455 log 26832 21776 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:48:33,460 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:33,461 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:33,468 log 26832 21776 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:48:38,860 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:38,861 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:38,866 log 26832 21776 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:48:38,872 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:38,874 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:38,882 log 26832 21776 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:48:38,884 log 26832 1888 "GET /media/products/IMG_20260123_162559.jpg.jpeg HTTP/1.1" 304 0
INFO 2026-01-23 22:48:38,888 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:38,890 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:38,899 log 26832 21776 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:48:38,905 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:38,906 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:38,912 log 26832 21776 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:48:41,047 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:41,049 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:41,053 log 26832 21776 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:48:41,059 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:41,060 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:41,066 log 26832 21776 "GET /api/v1/cart/ HTTP/1.1" 200 470
INFO 2026-01-23 22:48:41,376 log 26832 22356 "OPTIONS /api/v1/cart/summary/?coupon= HTTP/1.1" 200 0
INFO 2026-01-23 22:48:41,376 log 26832 10248 "OPTIONS /api/v1/cart/summary/?coupon= HTTP/1.1" 200 0
INFO 2026-01-23 22:48:41,380 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:41,381 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:41,384 log 26832 21776 "GET /api/v1/cart/summary/?coupon= HTTP/1.1" 200 508
INFO 2026-01-23 22:48:41,389 views 26832 21776 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:48:41,391 views 26832 21776 No guest cart found to merge
INFO 2026-01-23 22:48:41,393 log 26832 21776 "GET /api/v1/cart/summary/?coupon= HTTP/1.1" 200 508
INFO 2026-01-23 22:49:01,175 log 26832 21776 "GET /admin/products/product/ HTTP/1.1" 200 22929
INFO 2026-01-23 22:49:01,188 log 26832 21776 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-01-23 22:49:01,188 log 26832 1888 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-01-23 22:49:01,191 log 26832 1888 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-01-23 22:49:01,364 log 26832 1888 "GET /static/admin/css/forms.css HTTP/1.1" 200 8788
INFO 2026-01-23 22:49:01,364 log 26832 21776 "GET /static/admin/css/changelists.css HTTP/1.1" 200 7501
INFO 2026-01-23 22:49:01,366 log 26832 21776 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-01-23 22:49:01,366 log 26832 1888 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-01-23 22:49:01,373 log 26832 1888 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:49:01,386 log 26832 1888 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11811
INFO 2026-01-23 22:49:01,403 log 26832 1888 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2026-01-23 22:49:01,430 log 26832 1888 "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2026-01-23 22:49:01,460 log 26832 21776 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2026-01-23 22:49:01,463 log 26832 1888 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777
INFO 2026-01-23 22:49:01,485 log 26832 1888 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2026-01-23 22:49:01,496 log 26832 21776 "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2026-01-23 22:49:01,510 log 26832 1888 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2026-01-23 22:49:01,515 log 26832 9580 "GET /static/admin/img/search.svg HTTP/1.1" 200 607
INFO 2026-01-23 22:49:01,520 log 26832 9580 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2026-01-23 22:49:01,542 log 26832 9580 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2026-01-23 22:49:01,621 log 26832 16048 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2026-01-23 22:49:01,653 log 26832 16048 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 593
INFO 2026-01-23 22:49:01,653 log 26832 9580 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 593
INFO 2026-01-23 22:49:01,654 log 26832 1888 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 928
INFO 2026-01-23 22:49:01,658 log 26832 21776 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1761
INFO 2026-01-23 22:49:07,048 log 26832 21776 "GET /admin/core/storesettings/ HTTP/1.1" 200 17495
INFO 2026-01-23 22:49:09,383 log 26832 21776 "GET /admin/core/storesettings/1/change/ HTTP/1.1" 200 20798
INFO 2026-01-23 22:49:09,402 log 26832 21776 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:49:38,450 log 26832 21776 "POST /admin/core/storesettings/1/change/ HTTP/1.1" 302 0
INFO 2026-01-23 22:49:38,471 log 26832 21776 "GET /admin/core/storesettings/ HTTP/1.1" 200 17716
INFO 2026-01-23 22:49:38,506 log 26832 21776 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 558
INFO 2026-01-23 22:49:44,604 log 26832 21776 "GET /admin/cart/cartitem/ HTTP/1.1" 200 17998
INFO 2026-01-23 22:49:44,636 log 26832 21776 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:49:50,681 log 26832 21776 "GET /admin/cart/cart/ HTTP/1.1" 200 17955
INFO 2026-01-23 22:49:50,701 log 26832 21776 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:49:53,072 log 26832 21776 "GET /admin/cart/coupon/ HTTP/1.1" 200 23721
INFO 2026-01-23 22:49:53,091 log 26832 21776 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-23 22:50:25,515 log 26832 24404 "OPTIONS /api/v1/cart/apply-coupon/ HTTP/1.1" 200 0
INFO 2026-01-23 22:50:25,830 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:50:25,831 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:50:25,834 log 26832 940 "POST /api/v1/cart/apply-coupon/ HTTP/1.1" 200 430
INFO 2026-01-23 22:50:25,838 log 26832 24404 "OPTIONS /api/v1/cart/summary/?coupon=SAVE10 HTTP/1.1" 200 0
INFO 2026-01-23 22:50:25,843 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:50:25,845 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:50:25,849 log 26832 940 "GET /api/v1/cart/summary/?coupon=SAVE10 HTTP/1.1" 200 800
INFO 2026-01-23 22:50:34,433 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:50:34,434 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:50:34,437 log 26832 940 "GET /api/v1/cart/summary/?coupon= HTTP/1.1" 200 508
INFO 2026-01-23 22:50:54,869 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:50:54,870 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:50:54,873 log 26832 940 "POST /api/v1/cart/apply-coupon/ HTTP/1.1" 200 422
INFO 2026-01-23 22:50:54,877 log 26832 24404 "OPTIONS /api/v1/cart/summary/?coupon=FLAT50 HTTP/1.1" 200 0
INFO 2026-01-23 22:50:54,883 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:50:54,884 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:50:54,889 log 26832 940 "GET /api/v1/cart/summary/?coupon=FLAT50 HTTP/1.1" 200 792
INFO 2026-01-23 22:51:09,127 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:51:09,128 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:51:09,130 log 26832 940 "GET /api/v1/cart/summary/?coupon= HTTP/1.1" 200 508
INFO 2026-01-23 22:51:20,500 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:51:20,501 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:51:20,504 log 26832 940 "POST /api/v1/cart/apply-coupon/ HTTP/1.1" 200 430
INFO 2026-01-23 22:51:20,512 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:51:20,513 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:51:20,518 log 26832 940 "GET /api/v1/cart/summary/?coupon=SAVE10 HTTP/1.1" 200 800
INFO 2026-01-23 22:51:39,039 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:51:39,040 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:51:39,043 log 26832 940 "GET /api/v1/cart/summary/?coupon= HTTP/1.1" 200 508
INFO 2026-01-23 22:52:22,181 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:52:22,183 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:52:22,186 log 26832 940 "POST /api/v1/cart/apply-coupon/ HTTP/1.1" 200 422
INFO 2026-01-23 22:52:22,194 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:52:22,195 views 26832 940 No guest cart found to merge
INFO 2026-01-23 22:52:22,201 log 26832 940 "GET /api/v1/cart/summary/?coupon=FLAT50 HTTP/1.1" 200 792
INFO 2026-01-23 22:52:59,133 log 26832 24404 "OPTIONS /api/v1/cart/ HTTP/1.1" 200 0
INFO 2026-01-23 22:52:59,140 views 26832 940 Authenticated user 1, session: g9j7bc0z4p2n3rlvcd9mgnxduk9okmox, user cart created: False
INFO 2026-01-23 22:52:59,142 views 26832 940 No guest cart found to merge
